,Title,PatentNumber,publishDate,language,pages,region,na
1430," Use of substituted phenoxyacetic acid, its salt or solvates for treating diseases or conditions in which modulation of chemokine receptor Th2 receptor activity is beneficial.",WO2005018529-A2,2005,English,0,World,WO
1431," Prophylactic treatment method involves administering amiloride, benzamil, phenamil or their salts to an individual against infection or diseases e.g. severe acute respiratory syndrome, anthrax, small pox or plague from airborne pathogen.",WO2005018560-A2,2005,English,9,World,WO
1432, New oxime substituted imidazo-containing compound useful as immunomodulators for inducing cytokine biosynthesis in the treatment of viral and neoplastic disease.,WO2005018551-A2,2005,English,8,World,WO
1433," New peptides and nucleic acids, useful as vaccines for preventing or treating a viral infection, e.g. severe acute respiratory syndrome (SARS) or for diagnosis of viral infection.",WO2005019246-A1,2005,English,4,World,WO
1434," New double stranded RNA molecule comprising a first strand comprising a ribonucleotide sequence of severe acute respiratory syndrome (SARS) virus, useful for treating respiratory diseases, preferably SARS.",WO2005019410-A2,2005,English,8,World,WO
1435," Collection of nasopharyngeal specimens involves dropping single drop of sterile solution into eyes of patient, repeating dropping step, and having patient spit out collected fluid into specimen container.",US2005048465-A1,2005,English,5,World,US
1436," New modified viral particles with immunogenic properties and reduced lipid content, useful for preventing and treating infectious viral diseases, such as HIV.",WO2005016246-A2,2005,English,1,World,WO
1437," Combined enteric immunological or vaccine composition for bovine immunization of newborn calf against disease caused by Cryptosporidium parvum, comprises antigen or epitope and vector that expresses antigen or epitope and vehicle.",WO2005016383-A1,2005,English,8,World,WO
1438," Method for providing prophylaxis to subject against infectious agent such as influenza virus, by topically administering immune response modifier compound to respiratory tract of subject.",WO2005016273-A2,2005,English,8,World,WO
1439," Producing antibodies that neutralize severe acute respiratory syndrome (SARS) coronavirus in mammal, by administering peptide comprising specific amino acids of SARS coronavirus spike protein or SARS coronavirus N protein, to mammal.",WO2005016238-A2,2005,English,8,World,WO
1440," Dendrimeric composition useful as biosensor for detecting e.g. virus and bacteria, comprises terminal dendrimer having at least two attachment moieties, linker comprising hydrophilic polymer and rigidity component and functional moiety.",WO2005016115-A2,2005,English,5,World,WO
1441," New isolated and/or recombinant nucleic acid useful for preparing a vaccine for treating and diagnosing a coronaviral genus related disease, specifically HcoV-NL63 coronavirus-related diseases.",WO2005017133-A1,2005,English,5,World,WO
1442," New human coronavirus NL63, for preparing a medicament for treating coronaviral genus related disease, for detecting a molecule capable of binding a virus in a sample, and for diagnosis of a coronaviral genus related disease.",EP1508615-A1,2005,English,7,World,EP
1443," Composition useful for modulating immune response against antigen e.g., tumor-specific antigen, in mammal, has hydrogel particle having hydrogel polymer, immunogen, and ligand capable of interacting with antigen presenting cell.",WO2005013896-A2,2005,English,3,World,WO
1444," New oligonucleotide analog compound having a single-stranded, positive-sense RNA genome, useful for inhibiting replication in mammalian host cells of an RNA virus.",WO2005013905-A2,2005,English,1,World,WO
1445," Removing impurities e.g. contaminants from air or water involves moving respiratory air in vicinity of layered double hydroxide composition having specific formula, to attract and sorb contaminants on the composition.",WO2005014160-A1,2005,English,0,World,WO
1446, Use of one or more conjugated fatty acids to prevent or treat a common cold or to treat or ameliorate the symptoms of a common cold.,US2005038118-A1,2005,English,9,World,US
1447," Immuno-diagnosing antigen-specific T lymphocytes, useful for diagnosing e.g. HIV infection, by stimulating the T-lymphocytes with a vaccine-specific or pathogen-specific stimulus in the presence of a costimulus.",WO2005015207-A2,2005,English,6,World,WO
1448," Use of indomethacin in the manufacture of medicament for tissue cytoprotection treatments, and in the treatment of severe acute respiratory syndrome, gastroenteritis, hemorrhagic fever and viral diseases.",WO2005013980-A1,2005,English,4,World,WO
1449," New synthetic oligonucleotide primer pair comprises sequences that complement and hybridize to severe acute respiratory syndrome (SARS) coronavirus gene comprising spike protein, for detecting SARS coronavirus antibody in test sample.",US2005037338-A1,2005,,2,World,US
1450, Method and means for detection of severe acute respiratory syndrome.,TW200506065-A,2005,Chinese,0,World,TW
1451," SARS coronary virus nail protein high-immune-protosegment, coding sequence and its use.",CN1580072-A,2005,Chinese,,China,CN
1452, Inducing an immune response in a mammal comprises administering a non-subgroup C adenoviral vector comprising an adenoviral fiber protein that is identical to an amino acid sequence encoding a subgroup C adenoviral fiber protein.,WO2005012537-A2,2005,English,2,World,WO
1453," New recombinant virus comprising antigen sequence(s) heterologous to a recombinant virus that encodes a viral antigen from a pathogenic virus, useful as genetic vaccine for stimulating humoral immune response against Ebola virus.",WO2005012538-A2,2005,English,0,World,WO
1454," New antigenic peptide of severe acute respiratory syndrome-coronavirus (SARS-CoV), useful in preparing a composition for diagnosing, treating or preventing SARS-CoV infection.",WO2005012338-A1,2005,English,5,World,WO
1455," New antigenic peptides from severe acute respiratory syndrome-coronavirus (SARS-CoV), useful in preparing a composition for diagnosing, treating or preventing SARS-CoV infection.",WO2005012337-A2,2005,English,9,World,WO
1456," New binding molecules that specifically bind to severe acute respiratory syndrome (SARS)-coronavirus (CoV), useful for diagnosing, preventing or treating conditions resulting from SARS-CoV.",WO2005012360-A2,2005,English,3,World,WO
1457," Novel coronavirus peptide and histidine residue, useful in preparing vaccine for preventing or treating severe acute respiratory syndrome.",WO2005010032-A2,2005,English,0,World,WO
1458," Composition for eliciting immunity against severe acute respiratory syndrome (SARS) infection, has SARS coronavirus spike protein genome in operative association with non-viral vector, and vaccination vehicle having lipid.",US2005025788-A1,2005,English,1,World,US
1459," New live, attenuated virus of the order Nidovirales having a genome encoding a replicase polyprotein with a proteinase cleavage site, useful for preventing Nodovirus infections in animals and humans.",WO2005009335-A2,2005,English,9,World,WO
1460," New spike polypeptides from coronavirus which is linked to Severe Acute Respiratory Syndrome (SARS), useful for diagnosing, preventing or treating SARS infection.",WO2005010034-A1,2005,English,3,World,WO
1461," Screening for simultaneously detecting Cryptosporidium parvum, bovine coronavirus, bovine rotavirus and Escherichia coli in a calf fecal sample, comprises detecting target nucleic acids using target specific primers.",US2005026144-A1,2005,English,7,World,US
1462, A pharmaceutical composition for inhibiting coronavirus.,TW200503685-A,2005,Chinese,0,World,TW
1463," New compound 8-80 nucleobases in length targeted to a nucleic acid molecule encoding aminopeptidase N and that inhibits the expression of aminopeptidase N mRNA, useful for treating e.g. infection, inflammation or tumor.",WO2005007825-A2,2005,English,0,World,WO
1464," New compound targeted to a nucleic acid molecule encoding Carcinoembryonic Antigen-Related Cell Adhesion Molecule 1 (CEACAM1), useful in preparing a composition for treating or preventing coronavirus infection in an animal.",WO2005006958-A2,2005,English,4,World,WO
1465," Lactobacillus plantarum Probio-38 that can suppress growth of coronavirus and pathogenic microbes in intestine, useful for preventing and treating diarrhea and/or gastroenteritis of livestock.",WO2005007834-A1,2005,English,6,World,WO
1466," New antiviral compound comprising a morpholino oligomer, useful for inhibiting the growth of viruses and for treating a RNA viral infection caused by coronavirus or flavivirus.",WO2005007805-A2,2005,English,2,World,WO
1467, SARS coronavirus 3CL protease inhibitor and its use.,CN1569841-A,2005,Chinese,,China,CN
1468, SARS virus antibody detecting method comprises antihuman IgG for detecting antibodies to variant antigen of SARS via colloidal gold detection.,CN1570638-A,2005,Chinese,,China,CN
1469, Atypical pneumonia coronary virus gene detecting method and kit.,CN1570139-A,2005,Chinese,,China,CN
1470, iRNA nucleic acid sequence for SARS coronavirus causing gene and its pharmaceutical use.,CN1569878-A,2005,,,China,CN
1471, Antisense nucleic acid sequence for SARS coronavirus gene and its pharmaceutical use.,CN1569873-A,2005,,,China,CN
1472," New pharmaceutical composition comprising polyclonal antibodies directed against at least one enteric pathogen, e.g. species of Salmonella, Vibrio or Clostridium, useful for treating gastrointestinal illnesses.",WO2005005481-A2,2005,English,0,World,WO
